,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,LassoForDAIS,Version.1,Notes.1,LossFunction.1,Optimizer.1,LearningRate.1,NumberOfEpochs.1,ModelStructure.1,Dropout.1,HiddenDim.1,HiddenDimSize.1,DatasetName.1,BatchSize.1,TrainTest.1,MaxSamples.1,Dataparallel.1,NumberOfWorkers.1,Device.1,AlphaForADMM.1,RhoForADMM.1,LayerPruneTargets.1,WeightPrunePercent.1,PruningSelection.1,BERTTheseusStartingLearningRate.1,BERTTheseusLearningRateModifier.1,AlphaForTOFD.1,BetaForTOFD.1,tForTOFD.1,LayerIteration.1,SaveLocation.1,FromSaveLocation.1,NumClasses.1,NumFeatures.1,ProcessID.1,StartTime.1,cpuModel.1,TimeForPrune.1,Memory.1,CudaMemory.1,LengthOfTrainingData.1,LengthOfValidationData.1,AssociatedOriginalRow.1,total_loss.1,f1_score_weight.1,f1_score_macro.1,mean_loss.1,val_total_loss.1,val_f1_score_weight.1,val_f1_score_macro.1,val_mean_loss.1,epoch.1,Epoch waypoint 0 mean_loss.1,Epoch waypoint 1 mean_loss.1,Epoch waypoint 2 mean_loss.1,Epoch waypoint 3 mean_loss.1,Epoch waypoint 4 mean_loss.1,TimeForRun.1,macs.1,parameters.1,NumberOfZeros.1,ModelWeightStructure.1,ModelWeightStructurePruneZero.1,GarbageCollectionSizeTotal.1
21,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726244510.6792781.pt,,20.0,1516.0,13379.0,2024-09-13 12:20:53.951909,i386,0.0002360343933105,-0.3399680000002263,0.0,80.0,20.0,86666712.0,0.1265,0.0628571428571428,1083333.9,699.3768310546875,0.1965909090909091,0.1174242424242424,34.968841552734375,99.0,18914.4375,ModelStateDict-Waypoint_0-1726244465.44952.pt,0.4005024909973144,ModelStateDict-Waypoint_1-1726244476.9313889.pt,7089055753830.4,ModelStateDict-Waypoint_2-1726244487.424703.pt,21.27269592285156,ModelStateDict-Waypoint_3-1726244498.343745.pt,9164072.8,ModelStateDict-Waypoint_4-1726244508.8629591.pt,54.58232092857361,22660842.0,22685740.0,1.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",304872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726245072.908566.pt,,20.0,1516.0,13706.0,2024-09-13 12:30:15.748437,i386,0.000256061553955,-0.5038080000012997,0.0,80.0,20.0,23771863040.0,0.1448387096774193,0.0788018433179723,297148288.0,160061955506176.0,0.2464285714285714,0.1122448979591836,8003097775308.8,99.0,33.023556518554685,ModelStateDict-Waypoint_0-1726245026.9907289.pt,2353669.8,ModelStateDict-Waypoint_1-1726245036.531311.pt,361100.2,ModelStateDict-Waypoint_2-1726245047.7622468.pt,239.9772216796875,ModelStateDict-Waypoint_3-1726245059.1483672.pt,217235.475,ModelStateDict-Waypoint_4-1726245070.9635231.pt,54.58700489997864,22660842.0,22685740.0,1.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",304872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726246016.8872309.pt,,20.0,1516.0,14449.0,2024-09-13 12:45:53.650512,i386,0.0003809928894042,-0.974847999999838,0.0,80.0,20.0,5814742.0,0.1547849462365591,0.1038402457757296,72684.275,4413801.5,0.0633333333333333,0.0499999999999999,220690.075,99.0,155.1376708984375,ModelStateDict-Waypoint_0-1726245964.709346.pt,45113.25,ModelStateDict-Waypoint_1-1726245975.0222971.pt,1139.09306640625,ModelStateDict-Waypoint_2-1726245986.2545128.pt,81.97017822265624,ModelStateDict-Waypoint_3-1726245997.956633.pt,732395366.4,ModelStateDict-Waypoint_4-1726246015.078901.pt,60.90798211097717,22660842.0,22685740.0,2.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",304872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726246016.8872309.pt,,20.0,1516.0,14449.0,2024-09-13 12:48:50.751436,i386,112.91960406303406,-411.0213119999989,0.0,80.0,20.0,232.5406951904297,0.1669028340080972,0.0960092539039907,2.906758689880371,187.0362701416016,0.2057692307692307,0.1346153846153846,9.351813507080076,99.0,1.5635523796081543,,1.3394267082214355,,3.6545310974121095,,2.693169593811035,,2.537519645690918,,26.89924788475037,15580014.0,15596929.0,0.0,"1516/876, 876/877, 877/879, 879/880, 880/882, 882/883, 883/885, 885/886, 886/888, 888/889, 889/891, 891/892, 892/894, 894/895, 895/897, 897/898, 898/900, 900/901, 901/902, 902/20                                                                                  ","1516/876, 876/877, 877/879, 879/880, 880/882, 882/883, 883/885, 885/886, 886/888, 888/889, 889/891, 891/892, 892/894, 894/895, 895/897, 897/898, 898/900, 900/901, 901/902, 902/20                                                                                  ",381166.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726246400.7784882.pt,,20.0,1516.0,14963.0,2024-09-13 12:52:31.394068,i386,0.0002338886260986,-0.4095999999990454,0.0,80.0,20.0,23748.435546875,0.1240196078431372,0.0616246498599439,296.8554443359375,41169.87109375,0.196,0.0933333333333333,2058.4935546875,99.0,536226.7,ModelStateDict-Waypoint_0-1726246360.790974.pt,43253628928.0,ModelStateDict-Waypoint_1-1726246370.700992.pt,24110008.0,ModelStateDict-Waypoint_2-1726246379.9078012.pt,2947.984375,ModelStateDict-Waypoint_3-1726246390.233288.pt,7516.45703125,ModelStateDict-Waypoint_4-1726246399.441525.pt,47.46839237213135,22660842.0,22685740.0,1.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",304872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,v0.78 - 78,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726246400.7784882.pt,,20.0,1516.0,14963.0,2024-09-13 12:53:51.694787,i386,30.27536392211914,-134.4184320000004,0.0,80.0,20.0,6464.5478515625,0.1306818181818181,0.0568181818181818,80.80684814453124,26920.9375,0.2041666666666667,0.0972222222222222,1346.046875,99.0,202.2474975585937,,160.2318115234375,,211.855126953125,,59.23591918945313,,173.65550537109374,,27.351211071014404,15580014.0,15596929.0,0.0,"1516/876, 876/877, 877/879, 879/880, 880/882, 882/883, 883/885, 885/886, 886/888, 888/889, 889/891, 891/892, 892/894, 894/895, 895/897, 897/898, 898/900, 900/901, 901/902, 902/20                                                                                  ","1516/876, 876/877, 877/879, 879/880, 880/882, 882/883, 883/885, 885/886, 886/888, 888/889, 889/891, 891/892, 892/894, 894/895, 895/897, 897/898, 898/900, 900/901, 901/902, 902/20                                                                                  ",381166.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,v0.79 - 79,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726247353.525504.pt,,20.0,1516.0,15981.0,2024-09-13 13:08:20.343111,i386,0.0004119873046875,0.3276800000003277,0.0,80.0,20.0,339.75555419921875,0.1686111111111111,0.0814814814814814,4.246944427490234,419763520.0,0.218796992481203,0.1177944862155388,20988176.0,99.0,3.453419876098633,ModelStateDict-Waypoint_0-1726247310.1723678.pt,860.4357421875,ModelStateDict-Waypoint_1-1726247320.546004.pt,232370022.4,ModelStateDict-Waypoint_2-1726247330.706926.pt,4961661.6,ModelStateDict-Waypoint_3-1726247341.445132.pt,50462576.0,ModelStateDict-Waypoint_4-1726247351.960014.pt,51.04998779296875,22660842.0,22685740.0,3.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",304872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,v0.81 - 81,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726251248.93923.pt,,20.0,1516.0,19534.0,2024-09-13 14:13:25.190229,i386,0.0002598762512207,0.1966080000001966,0.0,80.0,20.0,3.4353680058930954e+19,0.1384615384615384,0.0659340659340659,4.294210007366369e+17,5.4320874991017525e+19,0.0391304347826086,0.0434782608695652,2.716043749550876e+18,99.0,2.626599732954164e+21,ModelStateDict-Waypoint_0-1726251215.2044559.pt,8.281831202883214e+19,ModelStateDict-Waypoint_1-1726251223.424447.pt,3.9577624729238897e+18,ModelStateDict-Waypoint_2-1726251231.884227.pt,4.223061434566705e+18,ModelStateDict-Waypoint_3-1726251240.0945861.pt,4.944900713806299e+17,ModelStateDict-Waypoint_4-1726251247.6733341.pt,41.66868805885315,22660842.0,22685740.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",228682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,v0.81 - 81,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726251321.60791.pt,,20.0,1516.0,19690.0,2024-09-13 14:14:32.976027,i386,0.0002179145812988,-0.0942080000004352,0.0,80.0,20.0,1.9156169179476787e+17,0.1384615384615384,0.0659340659340659,2394521147434598.5,3.211754897313628e+17,0.0391304347826086,0.0434782608695652,1.605877448656814e+16,99.0,3.413610594924757e+17,ModelStateDict-Waypoint_0-1726251282.1931741.pt,3.376593062074515e+17,ModelStateDict-Waypoint_1-1726251290.257452.pt,1.1133653883866316e+16,ModelStateDict-Waypoint_2-1726251298.1978428.pt,1.063659302373294e+16,ModelStateDict-Waypoint_3-1726251306.8948648.pt,2242434207999590.5,ModelStateDict-Waypoint_4-1726251319.266741.pt,46.35947012901306,22660842.0,22685740.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",228682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,v0.82 - 82,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726251321.60791.pt,,20.0,1516.0,19690.0,2024-09-13 14:17:10.887402,i386,107.97199487686156,-590.8357120000001,0.0,80.0,20.0,2.964917659759521,0.0391304347826086,0.0372670807453416,0.037061470746994,2.6605257987976074,0.1,0.0666666666666666,0.1330262899398803,99.0,0.037061470746994,,0.037061470746994,,0.037061470746994,,0.037061470746994,,0.037061470746994,,26.872392892837524,22660842.0,22685740.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",381170.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,v0.82 - 82,0.0,CrossEntropy,Adam,0.02,100.0,MainLinear,0.000224328,27.0,875.0,ACI,3000.0,0.2,100.0,-2.0,0.0,cpu,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20] ","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0] ",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20] ",ModelStateDict1726253672.854343.pt,,20.0,1516.0,21137.0,2024-09-13 14:53:51.948776,i386,0.0002250671386718,0.2539520000009361,0.0,80.0,20.0,5.901551696273736e+18,0.1283980582524271,0.0638002773925104,7.37693962034217e+16,8.961853745944068e+18,0.1814814814814814,0.0864197530864197,4.480926872972034e+17,99.0,6.341610994277128e+18,ModelStateDict-Waypoint_0-1726253640.105505.pt,3.0722511682070487e+19,ModelStateDict-Waypoint_1-1726253647.554606.pt,1.98371991225788e+17,ModelStateDict-Waypoint_2-1726253655.395081.pt,5.272970175803556e+16,ModelStateDict-Waypoint_3-1726253663.2550652.pt,7.67422419987071e+16,ModelStateDict-Waypoint_4-1726253671.517031.pt,38.86572909355164,22660842.0,22685740.0,1.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20 ",228682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
