"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,
Layer,Info,Number of connected,csv row,pruning type
3,None,5,11,thinet
3,Lowest SYN Flood,7,11,thinet
3,None,7,11,thinet
3,None,7,11,thinet
3,None,7,11,thinet
3,None,7,11,thinet
3,Lowest DNS Flood,7,11,thinet
3,None,6,11,thinet
3,None,6,11,thinet
3,None,6,11,thinet
3,None,6,11,thinet
3,None,5,11,thinet
3,None,6,11,thinet
3,None,5,11,thinet
3,None,5,11,thinet
3,Highest Benign,5,11,thinet
3,None,5,11,thinet
3,None,5,11,thinet
3,None,5,11,thinet
3,None,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,3,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,3,11,thinet
2,Second Vulnerability Scan,4,11,thinet
2,None,5,11,thinet
2,Highest OS Scan,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,Highest DNS Flood,5,11,thinet
2,Second SYN Flood,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,Lowest Benign,5,11,thinet
2,None,4,11,thinet
2,Lowest Dictionary Attack,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,7,11,thinet
2,None,4,11,thinet
2,Second DNS Flood,4,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,Highest Dictionary Attack,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,4,11,thinet
2,Second ICMP Flood,4,11,thinet
2,None,4,11,thinet
2,None,6,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,Second OS Scan,6,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,6,11,thinet
2,None,4,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,3,11,thinet
2,None,5,11,thinet
2,None,5,11,thinet
2,None,3,11,thinet
2,Second Benign,3,11,thinet
2,Highest ICMP Flood,3,11,thinet
2,Highest Benign,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,5,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,3,11,thinet
2,None,2,11,thinet
1,Highest DNS Flood,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Lowest Benign,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Lowest ICMP Flood,3,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Second DNS Flood,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Lowest Vulnerability Scan,3,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,None,2,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Lowest DNS Flood,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Highest Benign,2,11,thinet
1,Second Benign,3,11,thinet
1,None,3,11,thinet
1,Lowest OS Scan,4,11,thinet
1,Highest OS Scan,4,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,Second ICMP Flood,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,2,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,4,11,thinet
1,None,4,11,thinet
1,None,4,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Second UDP Flood,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,None,3,11,thinet
1,Second Port Scan,2,11,thinet
1,Second Dictionary Attack,2,11,thinet
1,None,2,11,thinet
1,None,2,11,thinet
1,None,2,11,thinet
1,None,4,11,thinet
1,None,2,11,thinet
1,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Lowest ICMP Flood,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Highest Benign,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Second Dictionary Attack,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Lowest OS Scan,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Second DNS Flood,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Highest DNS Flood,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Second Slowloris,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Highest Dictionary Attack,2,11,thinet
0,Second Benign,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Second SYN Flood,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
0,Lowest Benign,2,11,thinet
0,None,2,11,thinet
0,Lowest DNS Flood,2,11,thinet
0,None,2,11,thinet
0,None,2,11,thinet
,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 12).ttl",,,,
Layer,Info,Number of connected,csv row,pruning type
28,SYN Flood,7,12,RandomStructured
28,OS Scan,7,12,RandomStructured
28,Port Scan,7,12,RandomStructured
28,Slowloris,7,12,RandomStructured
28,DNS Flood,7,12,RandomStructured
28,Benign,7,12,RandomStructured
28,Dictionary Attack,7,12,RandomStructured
28,UDP Flood,7,12,RandomStructured
28,ICMP Flood,7,12,RandomStructured
28,Vulnerability Scan,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Second ICMP Flood,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Highest DNS Flood,7,12,RandomStructured
27,Second OS Scan,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Lowest Slowloris,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Second DNS Flood,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Lowest Benign,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Highest Slowloris,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Highest Benign,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Lowest ICMP Flood,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Lowest DNS Flood,7,12,RandomStructured
27,None,7,12,RandomStructured
27,Second Benign,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
27,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Highest DNS Flood,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Lowest Benign,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Highest OS Scan,7,12,RandomStructured
26,Lowest Slowloris,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Lowest DNS Flood,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Lowest OS Scan,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Second Benign,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Highest Slowloris,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Second Slowloris,7,12,RandomStructured
26,Second ICMP Flood,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Highest Benign,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,Second DNS Flood,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
26,None,7,12,RandomStructured
25,Second Slowloris,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Highest Benign,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Highest Slowloris,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Second Benign,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Highest ICMP Flood,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Lowest Benign,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Second ICMP Flood,7,12,RandomStructured
25,Highest DNS Flood,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Second DNS Flood,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Lowest DNS Flood,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,Lowest OS Scan,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
25,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Highest DNS Flood,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Lowest DNS Flood,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Lowest Benign,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Second Dictionary Attack,7,12,RandomStructured
24,Lowest ICMP Flood,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Lowest Slowloris,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Highest Slowloris,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Highest Benign,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Second Slowloris,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,Second DNS Flood,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
24,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Lowest Slowloris,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Second Slowloris,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Lowest ICMP Flood,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Second Benign,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Highest Benign,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,Lowest Benign,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
23,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,Second Benign,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,Highest Benign,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,Highest Slowloris,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,Second Slowloris,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,Lowest DNS Flood,7,12,RandomStructured
22,Second DNS Flood,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
22,None,7,12,RandomStructured
